Key,Language,Search Engine,Publication Year,Author,Title,Journal,Pages,Issue,Volume,Notes from Screening,Screened by,Study Area Region,Study Area Continent,Studied Taxa - Kingdom,Studied Taxa - Phylum,Studied Taxa - Class,Studied Taxa - Order,Studied Taxa - Family,Studied Taxa - Genus,Study Taxa - Species,Species of Conservation Concern?,Non-Native Species?,Topic Notes (if other),Analyses Notes (if other),Data Type Notes (if other),iNaturalist Data Role,iNaturalist Projects,No tags because,Notes,Entered by,Assigned to,Study Area Country,Paper Topic,Analyses Conducted,iNaturalist Data Type
MQCYCPTY,english,Google Scholar,2022,"Delabye, Sylvain; Gaona, Fernando P; Potockỳ, Pavel; Foxcroft, Llewellyn C; Halamová, Pavla; Hejda, Martin; MacFadyen, Sandra; Pyšková, Klára; Sedláček, Ondřej; Staňková, Markéta; others","Thirteen moth species (Lepidoptera, Erebidae, Noctuidae) newly recorded in South Africa, with comments on their distribution",Biodiversity Data Journal,NA,NA,10,"Confusing; Brittany: I agree with ""yes"" for now",Brittany,NA,Africa,Animalia,Arthropoda,Insecta,Lepidoptera,"Erebidae, Noctuidae",Yphthimoides,celmis,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Jackson,Jackson,South Africa,Species Distribution/Range,"Species Distribution, Descriptive",Observation Data
MQII8WR4,english,Google Scholar,2023,"Matsunuma, M; Matsumoto, T; Motomura, H; Seah, YG; Jaafar, TNAM","Coradion calendula, a new butterflyfish from Australia (Teleostei: Chaetodontidae)",Journal of the Ocean Science Foundation,1–28,3,40,Brittany accessed and found this relevant,Brittany,NA,Oceania,Animalia,Chordata,Actinopterygii,Acanthuriformes,Chaetodontidae,Coradion,"calendula, chrysozonus",No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Brittany,Brittany,Australia,"Species Distribution/Range, Species Discovery",Descriptive,"Observation Data, Imagery"
MQILGAEC,english,Google Scholar,2020,"Sundar, KS Gopi",Woolly-necked Stork-a species ignored,SIS Conservation,33–41,4,20,"In doubt: I'm not sure if this is a peer-reviewed article. Yes, this peer-reviewed (https://storkibisspoonbill.org/publications/sis-conservation/)",Flo,New South Wales,Asia,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,indistincta,Yes,No,NA,NA,NA,Minor Data Source,No,NA,NA,Baasanmunkh,Munkh,"India, Bangladesh, Sri Lanka","Species Distribution/Range, Biodiversity/Population Assessment","Species Distribution, Descriptive",Observation Data
MQKJKDZZ,english,Google Scholar,2023,"Catania, Roberto","The Recent Spread of the Carpenter Bee Xylocopa pubescens (Hymenoptera, Apidae) in Europe, and First Record for the Aegean Archipelago",Sociobiology,e8678–e8678,2,70,NA,Brittany,Aegean archipelago,Europe,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,pubescens,No,Yes,NA,NA,NA,Minor Data Source,No,NA,NA,Sam,Sam,Mexico,Species Distribution/Range,Species Distribution,Observation Data
MRSM5XAQ,english,Google Scholar,2023,"Crespo, Manuel B; Alonso, Mª Ángeles; Martínez-Azorín, Mario; Villar, José Luis; Mucina, Ladislav",What is Wrong with Frankenia nodiflora Lam.(Frankeniaceae)? Restoration of a Misunderstood Name and Description of Two New Related Perennial Species from South Africa,Plants,2630,NA,12,NA,Brittany,Guerrero,Africa,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Frankeniaceae,Frankenia,onca,Yes,No,NA,NA,NA,Minor Data Source,No,NA,NA,Brittany,Brittany,South Africa,Species Distribution/Range,Species Distribution,Observation Data
MRYCZ756,english,Google Scholar,2021,"Heeren, Alexander; Bowman, Helen; Monroe, Victoria; Dodge, David; Smirl, Kent",Coyote Management Plans and Wildlife Watch: implications for community coaching approach to public outreach in south-ern California,CALIFORNIA FISH AND GAME,278–283,3,107,obs used,Mark,California,North America,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,latrans,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Sam,Sam,United States of America,Biology/Behavior,Review,Observation Data
MTR2RRSY,english,Google Scholar,2021,"Kösters, Lara M; Wiechers, Sarah; Lyko, Peter; Müller, Kai F; Wicke, Susann",WARPPâweb application for the research of parasitic plants,Plant Physiology,1374–1380,4,185,NA,Shawn,NA,Africa,Plantae,Tracheophyta,Reptilia,Squamata,"Colubridae, Elapidae","Dendroaspis, Dispholidus","polylepis, typus",No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Thomas,Thomas,NA,Biology/Behavior,Descriptive,Imagery
MTS7LBDA,english,Google Scholar,2021,"Ilhamdi, Mohammad Liwa; Al Idrus, AGIL; SANTOSO, DIDIK; HADIPRAYITNO, GITO; SYAZALI, MUHAMMAD","Species richness and conservation priority of dragonflies in the Suranadi Ecotourism Area, Lombok, Indonesia",Biodiversitas Journal of Biological Diversity,843,4,22,iNat obeervation helped locate a rare species as part of survey analysis and interpretation,Mark,NA,Asia,Animalia,Arthropoda,Insecta,Odonata,"Asteraceae, Boraginaceae",NA,NA,Yes,No,NA,NA,NA,Minor Data Source,No,NA,NA,Jackson,Jackson,Indonesia,Species Distribution/Range,Species Distribution,Observation Data
MUVE7BIV,english,Google Scholar,2023,"Dorian, Nicholas N; McCarthy, Max W; Crone, Elizabeth E",Ecological traits explain long-term phenological trends in solitary bees,Journal of Animal Ecology,285–296,2,92,NA,Brittany,Alabama,North America,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pseudomyrmex,gracilis,No,No,NA,quantile regression,NA,Minor Data Source,No,NA,NA,Brittany,Brittany,"Canada, United States of America","Biology/Behavior, Climate Change/Environmental Impact","Descriptive, Other, Population Measure",Observation Data
MV7TUBCR,english,Google Scholar,2019,"BRESSEEL, J; CONSTANT, J",The new Oriental stick insect genus,Belgian Journal of Entomology,001-25,2,87,NA,Corey,NA,Asia,Animalia,Arthropoda,Insecta,Phasmida,Phasmatidae,Baculomia,siamensis,No,No,NA,NA,NA,Major Data Source,No,NA,NA,Baasanmunkh,Munkh,Thailand,"Species Distribution/Range, Species Discovery","Species Distribution, Descriptive",Observation Data
MW87ZTJN,english,Google Scholar,2022,"Cruz, Teresa; Jacinto, David; Fernandes, Joana N; Seabra, Maria Inês; Van Syoc, Robert J; Power, Anne Marie; Macho, Gonzalo; Sousa, Alina; Castro, João J; Hawkins, Stephen J",Pedunculate Cirripedes of the Genus Pollicipes: 25 Years After Margaret Barnes' Review,"Oceanography and Marine Biology: An Annual Review, Volume 60",19–168,1,147,NA,Brittany,NA,North America,Animalia,Arthropoda,Hexanauplia,Pollicipedomorpha,Pollicipedidae,Pollicipes,gracilipes,No,No,NA,NA,NA,Minor Data Source,No,NA,Geographic range is worldwide,Brittany,Brittany,Mexico,Species Distribution/Range,Species Distribution,Observation Data
MWNTBYWT,english,Google Scholar,2020,"Delphia, Casey M",First Records of Xylocopa virginica (Linnaeus)(Hymenoptera: Apidae) in Montana and Idaho,Journal of the Kansas Entomological Society,655–659,4,92,NA,Brittany,Bucharest,North America,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,virginica,No,Yes,NA,NA,NA,Minor Data Source,No,NA,NA,Corey,Corey,United States of America,Species Distribution/Range,Descriptive,Observation Data
MWY78GMZ,english,Scopus,2023,"Trajković, Aleksandra D.; Lazarević, Maja J.; Stanković, Saša S.; Popović, Miloš A.; Milošević, Marijana M. Ilić; Žikić, Vladimir A.",Standard descriptive matrices in the identification of ex-ophytophagous caterpillars,Archives of Biological Sciences,89 – 102,1,75,NA,Brittany,NA,Europe,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hesperia,uncas,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Brittany,Brittany,"Mexico, United States",Biology/Behavior,Image Analysis,Imagery
MX3HRMZ7,spanish,Google Scholar,2022,"Correa–Medina, Hader; Ramírez–Ramírez, Jessica A","Lista preliminar de especies de Herpetofauna en la Reserva ProAves TitÃ­ Cabeciblanco, Riosucio, ChocÃ³, Colombia",Conservacion Colombiana,79-85,NA,27,NA,Flo,Chocó,South America,Animalia,Chordata,"Reptilia, Amphibia",Lepidoptera,Geometridae,"Acolutha, Calletaera","pictaria, subexpressa",Yes,No,NA,NA,NA,Minor Data Source,No,NA,NA,Flo,Flo,Colombia,Species Distribution/Range,Descriptive,Observation Data
MX8VYLPQ,english,Google Scholar,2020,"Lopez, Bianca; Minor, Emily; Crooks, Andrew",Insights into human-wildlife interactions in cities from bird sightings recorded online,Landscape and Urban Planning,103742,NA,196,NA,Brittany,Arunachal Pradesh,North America,Animalia,Chordata,Aves,Lepidoptera,NA,NA,NA,No,No,NA,NA,NA,Major Data Source,No,NA,NA,Corey,Corey,United States of America,"Biodiversity/Population Assessment, Biology/Behavior, Climate Change/Environmental Impact","Descriptive, Species Distribution",Observation Data
MXAJ9L2Z,english,Google Scholar,2023,"Cotoras, Darko D; Pakarati, Sebastián Yancovic","Detection of the Large White butterfly Pieris brassicae (Linnaeus, 1758)(Lepidoptera, Pieridae) in Rapa Nui (Easter Island)",Nota Lepidopterologica,31–35,2,46,Brittany accessed and found relevant (see Ueda citation in text),Brittany,Rapa Nui (Easter Island),South America,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,brassicae,No,Yes,NA,NA,NA,Minor Data Source,No,NA,NA,Sam,Sam,Chile,Species Distribution/Range,Descriptive,Observation Data
MXUNIPKP,english,Google Scholar,2023,"Hart, Adam G; Bosley, Hayley; Hooper, Chloe; Perry, Jessica; Sellors-Moore, Joel; Moore, Oliver; Goodenough, Anne E",Assessing the accuracy of free automated plant identification applications,People and Nature,13�16,NA,12,NA,Brittany,NA,Europe,Plantae,Arthropoda,Insecta,Diptera,Psychodidae,Clogmia,albipunctata,No,No,NA,NA,NA,Major Data Source,No,NA,specifically used iNaturalist Seek,Sam,Sam,Ukraine,Data Quality/Comparison,Image Analysis,Identification Data
MY5KHMRN,english,Google Scholar,2021,"Tosa, Marie I; Dziedzic, Emily H; Appel, Cara L; Urbina, Jenny; Massey, Aimee; Ruprecht, Joel; Eriksson, Charlotte E; Dolliver, Jane E; Lesmeister, Damon B; Betts, Matthew G; others",The rapid rise of next-generation natural history,Frontiers in Ecology and Evolution,698131,6,9,"Review-ish paper, prob need to check. Brittany: I agree with ""yes"" for now",Jackson,NA,Europe,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Verrucosporaceae,Lepiota,"fuscovinacea, subalba",No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Simon,Marina,Ukraine,Species Distribution/Range,Descriptive,"Observation Data,
Imagery"
MY6CB276,english,Google Scholar,2021,"Strachinis, Ilias; Poulakakis, Nikos; Karaiskou, Nikoleta; Patronidis, Politis; Patramanis, Ioannis; Poursanidis, Dimitris; Jablonski, Daniel; Triantafyllidis, Alexandros",Phylogeography and systematics of Algyroides (Sauria: Lacertidae) of the Balkan Peninsula,Zoologica Scripta,282–299,3,50,They compared their observations,Shawn,NA,Europe,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Algyroides,"nigropunctatus, moreoticus",Yes,No,NA,NA,NA,Minor Data Source,No,NA,NA,Simon,Simon,New Zealand,Species Distribution/Range,Species Distribution,Observation Data
MYJSWXB7,english,Google Scholar,2023,"Roger, Erin; Kinsela, Andrew S",Science communication is integral to attracting widespread participation in bushfire recovery citizen science,Frontiers in Environmental Science,456,4,11,They compared their observations,Brittany,Kherson,Oceania,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Elodea,nuttallii,No,No,NA,NA,NA,Major Data Source,No,NA,"The paper studies bioblitzes which are usually made into a project on iNaturalist, but they do not state anything about an iNaturalist project",Brittany,Brittany,Australia,Education/Community Engagement,Descriptive,"Observation Data, User Information"
MZTPPSIL,english,Google Scholar,2021,"Taylor, Peter",History and current status of Franklin's Ground Squirrel in Manitoba and elsewhere in Canada,Blue Jay,16–24,1,79,obs used,Mark,"Saskatchewan, Alberta, Minnesota",North America,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Poliocitellus,franklinii,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Sam,Sam,"United States of America, Canada",Species Distribution/Range,Species Distribution,Observation Data
N23N99HN,english,Google Scholar,2020,"Rossi Rotondi, Bruno Ariel; Videla, Martin; Beccacece, Hernán Mario; Fenoglio, María Silvina","New records of the exotic Band-eyed Drone Fly, Eristalinus taeniops (Wiedemann, 1818)(Diptera, Syrphidae), in Argentina",Check List,1523-1529,6,16,NA,Brittany,California�,North America,Animalia,Chordata,Aves,"Accipitriformes, Falconiformes","Accipitridae, Falconidae","Accipiter, Buteo, Falco",NA,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Simon,Colleen,United States,Species Distribution/Range,Descriptive,"Observation Data,
Imagery"
N2S9T8Q3,spanish,Google Scholar,2021,"Herrera-Martínez, Christian G; Gómez-Lépiz, Alexander",Sphaerodactylus homolepis (SQUAMATA: SPHAERODACTYLIDAE),Revista Latinoamericana de Herpetología,140–143,1,6,Brittany accessed and found this relevant,Flo,Heredia,North America,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,Sphaerodactylus,homolepis,Yes,No,NA,NA,NA,Minor Data Source,No,NA,"I tagged 'Species of conservation concern: yes' because they mention that the species was recently included in the list of priority endemic species of Central America, not sure it's correct",Flo,Flo,Costa Rica,"Species Distribution/Range, Data Quality/Comparison",Descriptive,Observation Data
N2Z73WL7,english,Google Scholar,2022,"Abeywardhana, DL; Dangalle, CD; Nugaliyadde, Anupiya; Mallawarachchi, Yashas",An ultra-specific image dataset for automated insect identification,Multimedia Tools and Applications,1–28,NA,71,NA,Brittany,Borneo,Asia,Animalia,Chordata,Reptilia,Squamata,Xenodermidae,Paraxenodermus,borneensis,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Simon,Mark,Malaysia,"Species Distribution/Range,
Biology/Behavior,
Species Discovery","Descriptive,
Image Analysis","Observation Data,
Imagery"
N36EKZ4S,english,Google Scholar,2022,"MA, CHENG-HAN; CHEN, SZU-LUNG; LOU, CHI-MING; LEE, I-LUNG; HU, FANG-SHUO","The Genus Sympetrum Newman, 1833 (Odonata: Libellulidae) in Taiwan: Distribution, Bionomics and a Report of a Newly Recorded Species",Taiwanese Journal of Entomological Studies,27–42,3,7,NA,Brittany,NA,Asia,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Nomascus,gabriellae,Yes,No,NA,NA,NA,Minor Data Source,No,NA,NA,Simon,Nadja,"Cambodia, Vietnam",Species Distribution/Range,"Descriptive,
Species Distribution",Observation Data
N3IX9S7X,english,Google Scholar,2023,"Middleton, Irene; Francis, Malcolm; Aguirre, J David; Struthers, Carl; Trnski, Thomas; Duffy, Clinton; Anderson, John; Carney, Mary; Cox, Nathan; Hemstalk, Stephen; others","Occurrences of tropical, subtropical and rare marine fishes in Aotearoa New Zealand indicate biodiversity change",Journal of Biogeography,141�170,2,81,Brittany accessed and found this relevant,Brittany,California,Oceania,Animalia,Chordata,Actinopterygii,Carnivora,Procyonidae,Bassariscus,astutus,No,No,NA,NA,NA,Major Data Source,No,NA,NA,Brittany,Brittany,New Zealand,"Species Distribution/Range, Biodiversity/Population Assessment","Species Distribution, Population Measure",Observation Data
N3PBT7EM,english,Google Scholar,2023,"Castañeda-Zárate, Miguel; Johnson, Steven D; Van Der Niet, Timotheüs",Widespread coexistence of genetically distinct morphotypes in the Satyrium longicauda complex (Orchidaceae),Botanical Journal of the Linnean Society,406–431,3,202,Brittany accessed and found this relevant,Brittany,California,Africa,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Satyrium,"longicauda, cernuiflorum, rhodanthum",Yes,No,NA,NA,NA,Minor Data Source,No,NA,Ticked yes for conservation concern - listed in California (the ssp). Brittany: Agree with this determintation,Thomas,Thomas,South Africa,Species Distribution/Range,Species Distribution,Observation Data
N3R7LA9T,english,Google Scholar,2021,"Watters, Jessa; Carpenter, Geoffrey; Siler, Cameron","Updated Checklist of Amphibians and Reptiles at the University of Oklahoma Biological Station at Lake Texoma, Oklahoma",Proceedings of the Oklahoma Academy of Science,407�426,3,101,Brittany accessed and found this relevant,Shawn,Oklahoma,North America,Animalia,Chordata,"Amphibia, Reptilia",NA,NA,NA,NA,No,Yes,NA,NA,NA,Minor Data Source,No,NA,NA,Thomas,Thomas,United States of America,Species Distribution/Range,Descriptive,Observation Data
N3RSHL4S,spanish,Google Scholar,2016,"Barquero-González, José Pablo; Acosta-Chaves, Víctor J; Sotela, María Laura; Villalobos Brenes, Federico; Morera-Brenes, Bernal",Evidencia fotogrÃ¡fica de especies desconocidas de onicÃ³foros (Onychophora: Peripatidae) de Costa Rica,Cuadernos de Investigación UNED,139–147,2,8,In doubt: they downloaded data from iNat but it's not clear if they use it. Brittany: keep as relevant for now,Flo,Texas,North America,Animalia,Onychophora,Mammalia,Carnivora,Peripatidae,Ursus,americanus,No,No,NA,NA,NA,Could Not Determine,No,NA,Difficult to know how many records from iNat they used or if any of these were the ones used to describe the new species,Flo,Flo,Costa Rica,Species Discovery,Descriptive,Imagery
N4BVAM8F,english,Google Scholar,2022,"Sistri, Ginevra; Menchetti, Mattia; Santini, Luca; Pasquali, Lorenzo; Sapienti, Sofia; Cini, Alessandro; Platania, Leonardo; Balletto, Emilio; Barbero, Francesca; Bonelli, Simona; others",The isolated Erebia pandrose Apennine population is genetically unique and endangered by climate change,Insect Conservation and Diversity,136–148,1,15,NA,Brittany,"Alps, Apennines",Europe,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,pandrose,No,No,NA,NA,NA,Minor Data Source,No,NA,All taxa,Shawan,Shawan,Australia,Species Distribution/Range,Species Distribution,"Observation Data, Imagery"
N55583EJ,english,Google Scholar,2022,"Sandvig, Erik M; Cerpa, Patrich",NOTES ON THE DIET OF THE STRAIGHT-BILLED EARTHCREEPER (OCHETORHYNCHUS RUFICAUDUS) AND THE USE OF CITIZEN SCIENCE IMAGE REPOSITORIES,Ornitología Neotropical,154–157,1,51,NA,Brittany,Lyubimovka,South America,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Ochetorhynchus,ruficaudus,No,No,NA,NA,NA,Major Data Source,No,NA,iNat contributed 1 of 4 food items documented in the study,Brittany,Brittany,Chile,Biology/Behavior,Image Analysis,Imagery
